Products,Reactants,Spectators
'C(C1=CC=CC=C1)(=O)NC1=CC=C(C=C1)C1C(NC(S1)=O)=O',O1CCOCC1; NC1=CC=C(C=C1)C1C(NC(S1)=O)=O; C(C1=CC=CC=C1)(=O)Cl; CCN(CC)CC,[]
'C(C1=CC=2OCOC2C=C1)(=O)NC1=CC=C(C=C1)C1C(NC(S1)=O)=O',NC1=CC=C(C=C1)C1C(NC(S1)=O)=O; C(C1=CC=2OCOC2C=C1)(=O)O; C(C)P(=O)(CC)C#N; Cl,['O']
'ClC=1C=C(C=NC2=CC=C(C=C2)C2C(NC(S2)=O)=O)C=CC1Cl',NC1=CC=C(C=C1)C1C(NC(S1)=O)=O; ClC=1C=C(C=O)C=CC1Cl,[]
'C1(=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)C1C(NC(S1)=O)=O)C',c1ccncc1; NC1=CC=C(C=C1)C1C(NC(S1)=O)=O; C1(=CC=C(C=C1)S(=O)(=O)Cl)C,[]
'C(C)C1C(CCC(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(C(C(=C1)C)O)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)=O',C(C)C1C(C=CC(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(C(C(=C1)C)O)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)=O; [H][H]; [H][H],[]
'C(C)C1C(C=CC(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(C(C(=C1)C)O)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)=O',C(C)C1C(CC(C(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(C(C(=C1)C)O)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)O)=O; C1(=CC=C(C=C1)S(=O)(=O)O)C; [O-]C(=O)O.[Na+],[]
'C(C)C1C(CC(C(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(C(C(=C1)C)O)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)O)=O',C(C)C1C(CC(C(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(CC(=C1)C)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)O)=O; [Se](=O)=O,[]
'C(C)C1C(CCC(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(C(C(=C1)C)O)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)=O',C(C)C1C(CCC(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(CC(=C1)C)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)=O; [Se](=O)=O,[]
'C(C)C1C(C=CC(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(C(C(=C1)C)O)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)=O',C(C)C1C(CC(C(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(C(C(=C1)C)O)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)O)=O; C(C)(C)N(CC)C(C)C; [N+](=O)([O-])C1=C(C=CC=C1)S(=O)(=O)Cl,['CN(C1=CC=NC=C1)C']
'C(C)C1C(CC(C(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(C(C(=C1)C)=O)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)O)=O',C(C)C1C(CC(C(C(OC(C2CCCCN2C(C(C2(C(CC(C(C(CC(C(C(=C1)C)O)C)OC)O2)OC)C)O)=O)=O)=O)C(=CC2CC(C(CC2)O)OC)C)C)O)=O,[]
'C(C1CO1)OCC1CO1',C(CCCO)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1CO1)OCC1CO1',CC1CCC(CC1)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1CO1)OCC1CO1',C(CCCO)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1CO1)OCC1CO1',C1(CCC(CC1)CO)CO; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1CO1)OCC1CO1',C(CCCO)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1CO1)OCC1CO1',CC1CCC(CC1)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1CO1)OCC1CO1',C(CCCO)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1CO1)OCC1CO1',C(CCCO)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1CO1)OCC1CO1',C(CCCO)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+]; Cc1ccccc1,[]
'C(C1CO1)OCC1CO1',C(CCCO)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+]; Cc1ccccc1,[]
'C(C1CO1)OCC1CO1',CC1CCC(CC1)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1CO1)OCC1CO1',C(C)(C)(C)C1CCC(CC1)O; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1CO1)OC1=CC=C(C(=O)C2=CC=CC=C2)C=C1',OC1=CC=C(C(=O)C2=CC=CC=C2)C=C1; ClCC1CO1; [OH-].[Na+]; [OH-].[Na+],[]
'C(C1=CC=CC=C1)(=O)C1=CC=C(C=C1)OCC(O)CO',[OH-].[K+]; C(C1CO1)OC1=CC=C(C(=O)C2=CC=CC=C2)C=C1; Cl(=O)(=O)O; O,['CS(=O)C']
'S(=O)(=O)(C1=CC=C(C)C=C1)C(N(S(=O)(=O)C1=CC=C(C)C=C1)S(=O)(=O)C1=CC=C(C)C=C1)(CCNCCCCNCCCN)S(=O)(=O)C1=CC=C(C)C=C1',Cl.Cl.Cl.Cl.NCCCNCCCCNCCCN; [OH-].[Na+]; C1(=CC=C(C=C1)S(=O)(=O)Cl)C,[]
'C(C)N(S(=O)(=O)C1=CC=C(C=C1)C)CCCCl',C(C)NS(=O)(=O)C1=CC=C(C=C1)C; [H-].[Na+]; ClCCCCl; O,[]
'C(CCC)N1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)CO)CO)=O',C(CCC)N1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)C(=O)OC)C(=O)OC)=O; [BH4-].[Na+]; CO; Cl,[]
'N1=CC=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OCCOC)C(=O)OC)C(=O)OC',N1=CC=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)O)C(=O)OC)C(=O)OC; [H-].[Na+]; COCCI,[]
'COCCN1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OCC)COC(C(C)(C)C)=O)CO)=O',COCCN1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OCC)CO)CO)=O; C(C(C)(C)C)(=O)Cl,[]
'C(#N)CCN1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)CO)CO)=O',C(#N)CCN1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)COC(C)=O)COC(C)=O)=O; CC(O)=O,[]
'N1=CC=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)O)C(=O)OC)C(=O)OC',N1=CC=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OCC1=CC=CC=C1)C(=O)OC)C(=O)OC,[]
'C(#N)CCN1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)COC(C)=O)COC(C)=O)=O',N1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)COC(C)=O)COC(C)=O)=O; C=CC#N; [OH-].[Na+],[]
'I-.OCC1=C(C2=CC(=C(C=C2C=C1CO)OCC)OCC)C1=CC=N+(C=C1)CCOC',N1=CC=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OCC)OCC)CO)CO; COCCI; CCOC(C)=O,[]
'N1=CC=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OCC)OCC)CO)CO',[H-].COC(C)O[Al+]OC(C)OC.[Na+].[H-]; N1=CC=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OCC)OCC)C(=O)OC)C(=O)OC; [OH-].[Na+]; O,"['Cc1ccccc1', 'O1CCCC1']"
'N1=CC=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)CO)CO',N1=CC=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)C(=O)OC)C(=O)OC; [H-].[Al+3].[Li+].[H-].[H-].[H-]; O; [OH-].[Na+]; O,[]
'BrCC1=C(C(=CC2=CC(=C(C=C12)OC)OC)COC(C)=O)COC(C)=O',CC1=C(C(=CC2=CC(=C(C=C12)OC)OC)COC(C)=O)COC(C)=O; BrN1C(=O)CCC1=O; C(C1=CC=CC=C1)(=O)OOC(C1=CC=CC=C1)=O,[]
'C(CCC)N1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)C(=O)OC)C(=O)OC)=O',N1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)C(=O)OC)C(=O)OC)=O; [H-].[Na+]; C(CCC)I,[]
'C(C)OC(=O)CN1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)COC(C)=O)COC(C)=O)=O',N1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)COC(C)=O)COC(C)=O)=O; BrCC(=O)OCC,[]
'CN1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)CO)CO)=O',CN1C(C=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)COC(C)=O)COC(C)=O)=O,[]
'N1=CC(=CC=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)COCC(C)(C)C)CO',[H-].[Na+]; N1=CC(=CC=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)CO)CO; O(S(=O)(=O)C1=CC=C(C)C=C1)CC(C)(C)C; O,[]
'N1=CC=C(C=C1)C1=C(C(=CC2=CC(=C(C=C12)OC)OC)C(=O)OC)C(=O)OC',N1=CC=C(C=C1)C12C(=C(C(C3=CC(=C(C=C13)OC)OC)O2)C(=O)OC)C(=O)OC; C(C)OCC.FB(F)F,[]
'O-S(=O)(=O)C1=CC=C(C)C=C1',C(CCC)[Sn](CCCC)=O; c1ccccc1; Cc1ccccc1; C1(=CC=C(C=C1)S(=O)(=O)Cl)C,['CCO']
'NCCC@@H1CC@@H(OC(O1)(C)C)CC(=O)N(CC)CC',C(#N)C[C@@H]1C[C@@H](OC(O1)(C)C)CC(=O)N(CC)CC; N; [H][H]; [H][H],[]
'C(#N)CC@H(CC(CC(=O)N(CC1=CC=CC=C1)C(C)(C)C)=O)O',C1(=CC=CC=C1)CNC(C)=O; C(C)(C)[N-]C(C)C.[Li+]; C(#N)C[C@H](CC(=O)O)O; Cl; O1CCCC1; O1CCCC1,[]
'C(#N)CC@H(CC(CC(=O)N(CC)CC)=O)O',C(C)N(C(C)=O)CC; C(C)(C)[N-]C(C)C.[Li+]; C(#N)C[C@H](CC(=O)O)O; Cl,['O1CCCC1']
'NCCC@@H1CC@@H(OC(O1)(C)C)CC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1',C(#N)C[C@@H]1C[C@@H](OC(O1)(C)C)CC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1; N; [H][H]; [H][H],[]
'C(CCC)N(C(CC(CC@@H(CC#N)O)=O)=O)C',C(C)(C)[N-]C(C)C.[Li+]; C(#N)C[C@H](CC(=O)O)O; Cl; CCCCCCC.O1CCCC1,[]
'C(#N)CC@H(CC(CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1)=O)O',C1(=CC=CC=C1)N(C(C)=O)C1=CC=CC=C1; C(C)(C)[N-]C(C)C.[Li+]; C(#N)C[C@H](CC(=O)O)O; Cl,['O1CCCC1']
'NCCC@@H1CC@@H(OC(O1)(C)C)CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1',C(#N)C[C@@H]1C[C@@H](OC(O1)(C)C)CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1; N; [H][H]; [H][H],[]
'C(#N)CC@H(CC(CC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1)=O)O',C1(=CC=CC=C1)CN(C(C)=O)CC1=CC=CC=C1; C(C)(C)[N-]C(C)C.[Li+]; C(#N)C[C@H](CC(=O)O)O; Cl,['O1CCCC1']
'C1(=CC=CC=C1)N(C(CC@H1CC@H(OC(O1)(C)C)CCN1C(=C(C(=C1C1=CC=C(C=C1)F)C1=CC=CC=C1)C(=O)NC1=CC=CC=C1)C(C)C)=O)C1=CC=CC=C1',FC1=CC=C(C=C1)C(C(C(C(=O)NC1=CC=CC=C1)C(C(C)C)=O)C1=CC=CC=C1)=O; NCC[C@@H]1C[C@@H](OC(O1)(C)C)CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1; CCCCCCC; CC(C)(C)C(O)=O,['Cc1ccccc1']
'OC@H(CC(CC(C#N)=O)=O)CN1CCCCC1',CC(=O)N1CCCCC1; C(C)(C)[N-]C(C)C.[Li+]; C(#N)C[C@H](CC(=O)O)O; Cl; O1CCCC1; O1CCCC1,[]
'N1(C=NC=C1)C(C1=CC2=C(N(C=N2)C)C=C1)C1=CC=CC=C1',CN1C=NC2=C1C=CC(=C2)C(O)C2=CC=CC=C2; C(=O)(N1C=NC=C1)N1C=NC=C1,[]
'O.Cl.Cl.N1(C=NC=C1)C(C(C)C)C1=CC2=C(NC(=N2)C)C=C1',N1(C=NC=C1)C(C(C)C)C=1C=C(C(=CC1)N)N; Cl.C(C)(OCC)=N,[]
'N1(C=NC=C1)C(C1=CC2=C(NN=N2)C=C1)C1=CC=CC=C1',N1(C=NC=C1)C(C=1C=C(C(=CC1)N)N)C1=CC=CC=C1; CC(O)=O; N(=O)[O-].[Na+]; C(O)([O-])=O.[Na+],[]
'C(CCC)C1=NC2=CC=C(C=C2C(N1)=O)I',C(CCCC)(=O)NC=1C(C(=O)O)=CC(=CC1)I; ClC(=O)OCC; O=C=O; ClC(=O)[O-]; [NH4+].[OH-],['CN(C=O)C']
'O1C(NC2=C1C=CC=C2)=O',Nc1ccccc1C(O)=O; ClC(=O)OCC,[]
'O1C(NC2=C1C=CC=C2)=O',Nc1ccccc1C(O)=O; CCN(CC)CC; ClC(=O)OCC,[]
"'O=C=O', 'ClC(=O)OCC'",CN(C=O)C; C(CCCC)(=O)NC=1C(C(=O)O)=CC(=CC1)I; ClC(=O)OCC,[]
'C(CCC)C1=NC2=CC=C(C=C2C(N1)=O)I',C(CCCC)(=O)NC=1C(C(=O)O)=CC(=CC1)I; ClC(=O)OCC; O=C=O; [NH4+].[OH-],['CN(C=O)C']
'BrC1=CC2=C(CC(O2)(C)C)C=C1',BrC=1C=CC(=C(C1)O)C(C(C)C)O,[]
'C(C)(C)(C)Si(OC(C#C)(C)C)(C)C',OC(C#C)(C)C; N1C=NC=C1; C(C)(C)(C)[Si](C)(C)Cl; CN(C)C1=NC=CC=C1,[]
'C(C)(=O)OC@@H1CC2=CC=C3C@@H4CC=C(C@@H(CC#CC(C)(C)OC(C)=O)C)C@4(CCC@@H3C@2(CC1)C)C',CC(C)(C#CC[C@@H](C)C1=CC[C@H]2C3=CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O)O; CC(=O)OC(C)=O; CCN(CC)CC; CO,[]
'CC(C)(C#CCC@@H(C)C1=CCC@H2C3=CC=C4CC@H(CCC@4(C)C@H3CCC@12C)O)O',CC(C)(C)[Si](OC(C)(C)C#CC[C@@H](C)C1=CC[C@H]2C3=CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O[Si](C(C(C)C)(C)C)(C)C)(C)C; O.[F-].C(CCC)[N+](CCCC)(CCCC)CCCC,"['C1CCCO1', 'CCOC(C)=O']"
'C(C)(C)(C)Si(OC(C#CC=O)(C)C)(C)C',C(C)(C)(C)[Si](OC(C#C)(C)C)(C)C; O1CCCC1; CN(C=O)C,[]
'CC(C(C)C)(C)Si(OC@@H1CC2=CC=C3C@@H4CCC(C@@4(C)CCC@@H3C@2(CC1)C)=O)(C)C',O[C@@H]1CC2=CC=C3[C@@H]4CCC([C@@]4(C)CC[C@@H]3[C@]2(CC1)C)=O; N1C=NC=C1; C[Si](C(C)(C)C(C)C)(C)Cl,[]
'CC(C(C)C)(C)Si(C)(C)OC@@H1CC2=CC=C3C@@H4CC/C(=C/C)/C@4(CCC@@H3C@2(CC1)C)C',CC(C)([O-])C.[K+]; Cc1ccccc1; CC(C(C)C)(C)[Si](O[C@@H]1CC2=CC=C3[C@@H]4CCC([C@@]4(C)CC[C@@H]3[C@]2(CC1)C)=O)(C)C; Cc1ccccc1; CC(O)=O,[]
'CC(C)(C)Si(OC(C)(C)C#CCC@@H(C)C1=CCC@H2C3=CC=C4CC@H(CCC@4(C)C@H3CCC@12C)OSi(C(C(C)C)(C)C)(C)C)(C)C',C(CCC)[SnH](CCCC)CCCC; N(=NC(C#N)(C)C)C(C#N)(C)C; CC(C)(C)[Si](OC(C)(C)C#CC([C@@H](C)C1=CC[C@H]2C3=CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O[Si](C(C(C)C)(C)C)(C)C)OC(NC1=CC=CC=C1)=S)(C)C; C(CCC)[SnH](CCCC)CCCC; N#CC(C)(C)N=NC(C)(C)C#N,[]
'CC(C)(C)Si(OC(C)(C)C#CC(C@@H(C)C1=CCC@H2C3=CC=C4CC@H(CCC@4(C)C@H3CCC@12C)OSi(C(C(C)C)(C)C)(C)C)OC(NC1=CC=CC=C1)=S)(C)C',[H-].[Na+]; N1C=NC=C1; CC(C)(C)[Si](OC(C)(C)C#CC([C@@H](C)C1=CC[C@H]2C3=CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O[Si](C(C(C)C)(C)C)(C)C)O)(C)C; C1(=CC=CC=C1)N=C=S,['C1CCCO1']
'IC=1C=C(N)C=C(C1)I',IC=1C=C(C=C(C1)I)[N+](=O)[O-]; [Cl-],[]
'BrC=1C=C(C=CC1)C=1OC(=CC1)C(OSiH(C)C)C(C)(C)C',BrC=1C=C(N)C=CC1; C(CC(C)C)ON=O; C(C)(C)(C)C(C=1OC=CC1)O[SiH](C)C,[]
'HC@12CC=CN1C(=O)C2',C1(=CC=CC=C1)P; COC1=CC=C(C=C1)P(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC; COC1=C(C(=CC(=C1)OC)OC)P(C1=C(C=C(C=C1OC)OC)OC)C1=C(C=C(C=C1OC)OC)OC; [SnH4]; [Li+].[Cl-]; [Cl-].[NH4+],"['[Pd]', '[Pd].[Pd].O=C(\\C=C\\c1ccccc1)\\C=C\\c2ccccc2.O=C(\\C=C\\c1ccccc1)\\C=C\\c2ccccc2.O=C(\\C=C\\c1ccccc1)\\C=C\\c2ccccc2.C(Cl)(Cl)Cl', 'C(C)(=O)[O-].[Pd+2].C(C)(=O)[O-]', '[Cl-].[Zn+2].[Cl-]']"
'BrC=1C=C(C=CC1)B(O)O',BrC1=CC(=CC=C1)Br; C(C)(C)OB(OC(C)C)OC(C)C,[]
'BrC=1C=C(C=C(C1)Br)C=1SC=CC1',BrC=1C=C(N)C=C(C1)Br; BrC=1C=C(C=CC1)C=1SC=CC1,[]
'BrC=1C=C(C=CC1)C=1SC=CC1',BrC=1C=C(N)C=CC1; C(CC(C)C)ON=O; c1ccsc1,[]
'C(CCC=C)N',[H-].[Al+3].[Li+].[H-].[H-].[H-]; C(CCC=C)#N,[]
'C(C)(C)C1=C(C(=S)OC2COC2)C=CC=N1',C(C)(C)C1=C(C(=S)O)C=CC=N1; S(=O)(Cl)Cl; Cc1ccccc1,[]
'ClC1=NN(C(=C1C(=O)OC)SC(C)C)C',ClC1=NN(C(=C1C(=O)OC)Cl)C; C([O-])([O-])=O.[K+].[K+]; C(C)(C)S; CCOC(C)=O,[]
'NC1=C(C=C2C(=C1)OCO2)C(CCl)=O',C(C)(=O)NC1=C(C=C2C(=C1)OCO2)C(CCl)=O; Cl,[]
'C(C)(=O)NC1=C(C=C2C(=C1)OCO2)C(CN(C)C)=O',C(C)(=O)NC1=C(C=C2C(=C1)OCO2)C(CCl)=O; CNC,[]
'C(C)(=O)O.C(C)(=O)N1C(CC=C1)=O',N=1C(C=CC1)=O; N1=CC=CC=C1.C(C)(=O)OC(C)=O; O.[Cl-].[Na+].CS(=O)C; [O][H],[]
'Br-',C(Br)(Br)(Br)Br; C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,[]
'C(=O)(O)CN(CC(=O)O)CC1=C(C=CC(=C1)NC(C)=O)O',OC(=O)CNCC(O)=O; [OH-].[Na+]; C=O; C(C)(=O)NC1=CC=C(C=C1)O; [OH-].[Na+]; N(CC(=O)O)CC(=O)O.C=O; Cl,[]
'NCC1=C(C=CC=C1)C1CN(CC1)C1=C(C=C2C(C(=CN(C2=N1)C1CC1)C(=O)O)=O)F',ClC1=C(C=C2C(C(=CN(C2=N1)C1CC1)C(=O)O)=O)F; N1CC(CC1)C1=C(C=CC=C1)CN; C(C)(C)N(CC)C(C)C,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C=C12)N1CC(CC1)C1=CC(=CC=C1)CNC)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C=C12)F)F)=O)C(=O)O; CNCC1=CC(=CC=C1)C1CNCC1,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C=C12)N1CC(CC1)C1=NC=CC=C1)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C=C12)F)F)=O)C(=O)O; N1CC(CC1)C1=NC=CC=C1,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)C1=CC=NC=C1)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; N1CC(CC1)C1=CC=NC=C1,[]
'NCC1=C(C=CC=C1)C1CN(CC1)C1=C(C=C2C(C(=CN(C2=C1C(F)(F)F)C1CC1)C(=O)O)=O)F',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)C(F)(F)F)F)F)=O)C(=O)O; N1CC(CC1)C1=C(C=CC=C1)CN,[]
'N1CC(CC1)C1=NC=CC=C1',C1(=CC=CC=C1)CN1CC(CC1)C1=NC=CC=C1; C(=O)[O-].[NH4+],[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)C1=NC=CC=C1)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; N1CC(CC1)C1=NC=CC=C1,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)C1=CC=C(C=C1)CN)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; CC(C)(C)N(C([O-])=O)CC1=CC=C(C=C1)C1CNCC1,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)C(F)(F)F)N1CC(CC1)C1=CC=NC=C1)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)C(F)(F)F)F)F)=O)C(=O)O; N1CC(CC1)C1=CC=NC=C1,[]
'C1(CC1)N1C=C(C(C2=CC(=C(N=C12)N1CC(CC1)C1=NC=CC=C1)F)=O)C(=O)O',ClC1=C(C=C2C(C(=CN(C2=N1)C1CC1)C(=O)O)=O)F; N1CC(CC1)C1=NC=CC=C1,[]
'CC(C)(C)N(C(O-)=O)CC1=CC(=CC=C1)C1CNCC1',CC(C)(C)N(C([O-])=O)CC1=CC(=CC=C1)C1CN(CC1)CC1=CC=CC=C1,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C=C12)N1CC(CC1)C=1C=NC=CC1)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C=C12)F)F)=O)C(=O)O; N1CC(CC1)C=1C=NC=CC1,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)C1=C(C=CC=C1)CN)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; N1CC(CC1)C1=C(C=CC=C1)CN,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)C1=CC=C(C=C1)CNC)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; CNCC1=CC=C(C=C1)C1CNCC1,[]
'C1(=CC=CC=C1)CN1CC(CC1)C1=C(C#N)C=CC=C1',C(C1=CC=CC=C1)N(COC)C[Si](C)(C)C; C(=C)C1=C(C#N)C=CC=C1; OC(=O)C(F)(F)F; C([O-])(O)=O.[Na+],[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)C1=NC=CC=C1CN)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; N1CC(CC1)C1=NC=CC=C1CN,[]
'C1(=CC=CC=C1)CN1CC(CC1)C=1C=C(C=CC1)CN',C1(=CC=CC=C1)CN1CC(CC1)C=1C=C(C#N)C=CC1; N,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C=C12)N1CC(CC1)C1=CC=C(C=C1)CNC)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C=C12)F)F)=O)C(=O)O; CNCC1=CC=C(C=C1)C1CNCC1,[]
'I-.C(=O)(O)C1=CN(C2=CC(=C(C=C2C1=O)F)N1CC(CC1)C=1C=N+(C=CC1)C)C1CC1',IC; C1(CC1)N1C=C(C(C2=CC(=C(C=C12)N1CC(CC1)C=1C=NC=CC1)F)=O)C(=O)O,[]
'C1(CC1)N1C=C(C(C2=CC(=C(N=C12)N1CC(CC1)C=1C=NC=CC1)F)=O)C(=O)O',ClC1=C(C=C2C(C(=CN(C2=N1)C1CC1)C(=O)O)=O)F; N1CC(CC1)C=1C=NC=CC1,[]
'FC1=C(C=CC(=C1)F)N1C=C(C(C2=CC(=C(N=C12)N1CC(CC1)C1=CC=NC=C1)F)=O)C(=O)O',ClC1=C(C=C2C(C(=CN(C2=N1)C1=C(C=C(C=C1)F)F)C(=O)O)=O)F; N1CC(CC1)C1=CC=NC=C1,[]
'NCC=1C(=NC=CC1)C1CN(CC1)C1=C(C=C2C(C(=CN(C2=C1)C1CC1)C(=O)O)=O)F',C1(CC1)N1C=C(C(C2=CC(=C(C=C12)F)F)=O)C(=O)O; N1CC(CC1)C1=NC=CC=C1CN,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)C(F)(F)F)N1CC(CC1)C1=NC=CC=C1)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)C(F)(F)F)F)F)=O)C(=O)O; N1CC(CC1)C1=NC=CC=C1,[]
'C1(CC1)N1C=C(C(C2=CC(=C(N=C12)N1CC(CC1)C1=CC=NC=C1)F)=O)C(=O)O',ClC1=C(C=C2C(C(=CN(C2=N1)C1CC1)C(=O)O)=O)F; N1CC(CC1)C1=CC=NC=C1,[]
